# file...... csv_output/Transformer_VA_Power.csv
# date...... Sun Jun 17 18:15:29 2018
# user...... kapil
# host...... (null)
# target.... meter 5
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_power_A
2014-06-22 16:47:00 PST,+236.815+0.198163d
2014-06-22 16:48:00 PST,+884.281+0.0632299d
2014-06-22 16:49:00 PST,+1600.89+0.0210634d
2014-06-22 16:50:00 PST,+1600.89+0.0210634d
2014-06-22 16:51:00 PST,+1896.17+0.0357882d
2014-06-22 16:52:00 PST,+2410.67+0.0401126d
2014-06-22 16:53:00 PST,+2863.75+0.0486098d
2014-06-22 16:54:00 PST,+3025.69+0.0562238d
2014-06-22 16:55:00 PST,+2539.01+0.0533529d
2014-06-22 16:56:00 PST,+3324.36+0.0456395d
2014-06-22 16:57:00 PST,+1284+0.0315852d
2014-06-22 16:58:00 PST,+1445.79+0.028285d
2014-06-22 16:59:00 PST,+1332.49+0.0142399d
2014-06-22 17:00:00 PST,+189.844+179.98d
2014-06-22 17:01:00 PST,+273.12+0.0255588d
2014-06-22 17:02:00 PST,+225.416+179.957d
2014-06-22 17:03:00 PST,+541.633+0.0286261d
2014-06-22 17:04:00 PST,+528.022+0.0157795d
2014-06-22 17:05:00 PST,+834.242+179.961d
2014-06-22 17:06:00 PST,+464.088+179.957d
2014-06-22 17:07:00 PST,+1036.66+0.0173274d
2014-06-22 17:08:00 PST,+746.231+0.0295025d
2014-06-22 17:09:00 PST,+1141.82+0.0234249d
2014-06-22 17:10:00 PST,+2707.02+0.0141203d
2014-06-22 17:11:00 PST,+1368.24+0.013353d
2014-06-22 17:12:00 PST,+1692.28+0.00662535d
2014-06-22 17:13:00 PST,+2103.91+0.00737549d
2014-06-22 17:14:00 PST,+1612.15+0.00282776d
2014-06-22 17:15:00 PST,+2972.06+0.0104227d
2014-06-22 17:16:00 PST,+3027.37+0.00696127d
2014-06-22 17:17:00 PST,+4052.06+0.0131846d
2014-06-22 17:18:00 PST,+4570.66+0.0148111d
2014-06-22 17:19:00 PST,+5486.78+0.023287d
2014-06-22 17:20:00 PST,+5556.05+0.0267659d
2014-06-22 17:21:00 PST,+5431.71+0.0257139d
2014-06-22 17:22:00 PST,+6213.78+0.0381278d
2014-06-22 17:23:00 PST,+6565.9+0.0512067d
2014-06-22 17:24:00 PST,+7329.2+0.0640167d
2014-06-22 17:25:00 PST,+9938.01+0.0684618d
2014-06-22 17:26:00 PST,+9478.78+0.0410799d
2014-06-22 17:27:00 PST,+9764.33+0.0426159d
2014-06-22 17:28:00 PST,+10437.4+0.0421358d
2014-06-22 17:29:00 PST,+10528.8+0.0476742d
2014-06-22 17:30:00 PST,+10875.6+0.0583511d
2014-06-22 17:31:00 PST,+11931.3+0.0665128d
2014-06-22 17:32:00 PST,+11548.2+0.0641316d
2014-06-22 17:33:00 PST,+11382.3+0.0605231d
2014-06-22 17:34:00 PST,+9647.8+0.0472712d
2014-06-22 17:35:00 PST,+9877.39+0.0491733d
2014-06-22 17:36:00 PST,+11010.1+0.0603366d
2014-06-22 17:37:00 PST,+13275.9+0.0681866d
2014-06-22 17:38:00 PST,+13946.4+0.0719821d
2014-06-22 17:39:00 PST,+13231.8+0.0724754d
2014-06-22 17:40:00 PST,+14261.9+0.0806743d
2014-06-22 17:41:00 PST,+14404.7+0.0742601d
2014-06-22 17:42:00 PST,+13613.8+0.0773663d
2014-06-22 17:43:00 PST,+12406.5+0.0635618d
2014-06-22 17:44:00 PST,+12194.7+0.0644439d
2014-06-22 17:45:00 PST,+12897.5+0.0714813d
2014-06-22 17:46:00 PST,+13045.8+0.0704656d
2014-06-22 17:47:00 PST,+14099.5+0.0746422d
2014-06-22 17:48:00 PST,+14326.9+0.090582d
2014-06-22 17:49:00 PST,+12849.1+0.0715925d
2014-06-22 17:50:00 PST,+12727.1+0.0682737d
2014-06-22 17:51:00 PST,+13975.4+0.0728144d
2014-06-22 17:52:00 PST,+14321+0.0812565d
2014-06-22 17:53:00 PST,+14385+0.0776823d
2014-06-22 17:54:00 PST,+15859.4+0.0910479d
2014-06-22 17:55:00 PST,+15464.4+0.0859488d
2014-06-22 17:56:00 PST,+15703.2+0.0910776d
2014-06-22 17:57:00 PST,+15490.8+0.0935866d
2014-06-22 17:58:00 PST,+14762.4+0.0951977d
2014-06-22 17:59:00 PST,+15244.1+0.0982918d
2014-06-22 18:00:00 PST,+14571.5+0.0980232d
2014-06-22 18:01:00 PST,+14649.4+0.106033d
2014-06-22 18:02:00 PST,+15896+0.112399d
2014-06-22 18:03:00 PST,+15647.9+0.105831d
2014-06-22 18:04:00 PST,+15109.7+0.10546d
2014-06-22 18:05:00 PST,+15837.1+0.100475d
2014-06-22 18:06:00 PST,+15074.5+0.0896937d
2014-06-22 18:07:00 PST,+16928.9+0.103669d
2014-06-22 18:08:00 PST,+17074+0.112459d
2014-06-22 18:09:00 PST,+17708.5+0.119005d
2014-06-22 18:10:00 PST,+20152.4+0.125465d
2014-06-22 18:11:00 PST,+19238.8+0.121046d
2014-06-22 18:12:00 PST,+18988.2+0.126205d
2014-06-22 18:13:00 PST,+18491.3+0.120279d
2014-06-22 18:14:00 PST,+18426.3+0.118708d
2014-06-22 18:15:00 PST,+18538.8+0.119346d
2014-06-22 18:16:00 PST,+17651.3+0.116428d
2014-06-22 18:17:00 PST,+18548.5+0.126124d
2014-06-22 18:18:00 PST,+19583.2+0.142288d
2014-06-22 18:19:00 PST,+19241.2+0.137014d
2014-06-22 18:20:00 PST,+20360.7+0.149832d
2014-06-22 18:21:00 PST,+19991.5+0.144253d
2014-06-22 18:22:00 PST,+21284.4+0.143614d
2014-06-22 18:23:00 PST,+22755.1+0.156297d
2014-06-22 18:24:00 PST,+23423.4+0.157554d
2014-06-22 18:25:00 PST,+23536.4+0.158198d
2014-06-22 18:26:00 PST,+23952.4+0.152291d
2014-06-22 18:27:00 PST,+23220.5+0.146299d
2014-06-22 18:28:00 PST,+23693.4+0.152251d
2014-06-22 18:29:00 PST,+24303.6+0.139698d
2014-06-22 18:30:00 PST,+24498.5+0.133394d
2014-06-22 18:31:00 PST,+24874+0.125512d
2014-06-22 18:32:00 PST,+25259.3+0.125509d
2014-06-22 18:33:00 PST,+25372.2+0.12615d
2014-06-22 18:34:00 PST,+24212.5+0.119514d
2014-06-22 18:35:00 PST,+25338.4+0.127009d
2014-06-22 18:36:00 PST,+27110.3+0.139447d
2014-06-22 18:37:00 PST,+27255.2+0.13704d
2014-06-22 18:38:00 PST,+28435.9+0.136516d
2014-06-22 18:39:00 PST,+27752.1+0.131612d
2014-06-22 18:40:00 PST,+28611+0.139066d
2014-06-22 18:41:00 PST,+27375.3+0.131324d
2014-06-22 18:42:00 PST,+27488.4+0.13197d
2014-06-22 18:43:00 PST,+26975.2+0.119411d
2014-06-22 18:44:00 PST,+27864.8+0.124846d
2014-06-22 18:45:00 PST,+27408.3+0.127186d
2014-06-22 18:46:00 PST,+26164.8+0.123852d
2014-06-22 18:47:00 PST,+25187.5+0.12507d
2014-06-22 18:48:00 PST,+25880.6+0.126082d
2014-06-22 18:49:00 PST,+25993.5+0.126723d
2014-06-22 18:50:00 PST,+25499.8+0.128928d
2014-06-22 18:51:00 PST,+26035.8+0.142696d
2014-06-22 18:52:00 PST,+26130.5+0.140848d
2014-06-22 18:53:00 PST,+25222.7+0.131329d
2014-06-22 18:54:00 PST,+26164.1+0.141836d
2014-06-22 18:55:00 PST,+25051.8+0.140855d
2014-06-22 18:56:00 PST,+25164.9+0.141504d
2014-06-22 18:57:00 PST,+25036.1+0.142512d
2014-06-22 18:58:00 PST,+25157.9+0.13975d
2014-06-22 18:59:00 PST,+26363.9+0.146528d
2014-06-22 19:00:00 PST,+26663.6+0.137808d
2014-06-22 19:01:00 PST,+26128.5+0.135837d
2014-06-22 19:02:00 PST,+27544.8+0.128227d
2014-06-22 19:03:00 PST,+26293.3+0.122859d
2014-06-22 19:04:00 PST,+25246+0.127088d
2014-06-22 19:05:00 PST,+24511.1+0.125374d
2014-06-22 19:06:00 PST,+26636.2+0.140118d
2014-06-22 19:07:00 PST,+26449.4+0.149236d
2014-06-22 19:08:00 PST,+26454.6+0.149266d
2014-06-22 19:09:00 PST,+25789.6+0.141309d
2014-06-22 19:10:00 PST,+24873.2+0.132168d
2014-06-22 19:11:00 PST,+23776.1+0.128763d
2014-06-22 19:12:00 PST,+24081+0.131861d
2014-06-22 19:13:00 PST,+24450.6+0.131486d
2014-06-22 19:14:00 PST,+24282.1+0.133179d
2014-06-22 19:15:00 PST,+22304.4+0.134774d
2014-06-22 19:16:00 PST,+23495.4+0.141757d
2014-06-22 19:17:00 PST,+23016+0.141201d
2014-06-22 19:18:00 PST,+24369.5+0.149478d
2014-06-22 19:19:00 PST,+24274.9+0.150008d
2014-06-22 19:20:00 PST,+26915.7+0.152829d
2014-06-22 19:21:00 PST,+27490+0.159986d
2014-06-22 19:22:00 PST,+27823.3+0.158275d
2014-06-22 19:23:00 PST,+25666+0.142548d
2014-06-22 19:24:00 PST,+26417.4+0.139246d
2014-06-22 19:25:00 PST,+26951.1+0.150059d
2014-06-22 19:26:00 PST,+25984.1+0.139538d
2014-06-22 19:27:00 PST,+28194.9+0.152791d
2014-06-22 19:28:00 PST,+26800.3+0.143379d
2014-06-22 19:29:00 PST,+27010.7+0.140202d
2014-06-22 19:30:00 PST,+26510.2+0.135777d
2014-06-22 19:31:00 PST,+25657.2+0.13333d
2014-06-22 19:32:00 PST,+25779.2+0.125321d
2014-06-22 19:33:00 PST,+27280.4+0.143161d
2014-06-22 19:34:00 PST,+28830.1+0.148408d
2014-06-22 19:35:00 PST,+28082.1+0.151407d
2014-06-22 19:36:00 PST,+30334.9+0.164208d
2014-06-22 19:37:00 PST,+28930.5+0.154865d
2014-06-22 19:38:00 PST,+30131.5+0.162699d
2014-06-22 19:39:00 PST,+28814.6+0.14783d
2014-06-22 19:40:00 PST,+28299+0.142265d
2014-06-22 19:41:00 PST,+28719.8+0.140429d
2014-06-22 19:42:00 PST,+28599.9+0.144276d
2014-06-22 19:43:00 PST,+28637.3+0.139337d
2014-06-22 19:44:00 PST,+29025.9+0.14333d
2014-06-22 19:45:00 PST,+30121+0.147052d
2014-06-22 19:46:00 PST,+31572.9+0.159142d
2014-06-22 19:47:00 PST,+32149.8+0.162343d
2014-06-22 19:48:00 PST,+32081.2+0.167864d
2014-06-22 19:49:00 PST,+34097.9+0.179843d
2014-06-22 19:50:00 PST,+34676.3+0.17812d
2014-06-22 19:51:00 PST,+34765.9+0.176381d
2014-06-22 19:52:00 PST,+34771.1+0.176411d
2014-06-22 19:53:00 PST,+34652.7+0.176125d
2014-06-22 19:54:00 PST,+35240+0.181586d
2014-06-22 19:55:00 PST,+34511.3+0.177379d
2014-06-22 19:56:00 PST,+34798.6+0.180341d
2014-06-22 19:57:00 PST,+31746.1+0.153286d
2014-06-22 19:58:00 PST,+30584.2+0.150945d
2014-06-22 19:59:00 PST,+31369.3+0.147204d
2014-06-22 20:00:00 PST,+30914+0.143231d
2014-06-22 20:01:00 PST,+30089.8+0.140413d
2014-06-22 20:02:00 PST,+29163.9+0.136762d
2014-06-22 20:03:00 PST,+29668.8+0.144032d
2014-06-22 20:04:00 PST,+29211.2+0.137919d
2014-06-22 20:05:00 PST,+29308.7+0.138183d
2014-06-22 20:06:00 PST,+30079.8+0.140874d
2014-06-22 20:07:00 PST,+31024.5+0.141034d
2014-06-22 20:08:00 PST,+30349.4+0.147762d
2014-06-22 20:09:00 PST,+30349.4+0.147762d
2014-06-22 20:10:00 PST,+29750.7+0.144449d
2014-06-22 20:11:00 PST,+30910.3+0.149572d
2014-06-22 20:12:00 PST,+30756+0.15073d
2014-06-22 20:13:00 PST,+31409.8+0.162836d
2014-06-22 20:14:00 PST,+30896.4+0.165747d
2014-06-22 20:15:00 PST,+31541.7+0.17409d
2014-06-22 20:16:00 PST,+30541.7+0.173105d
2014-06-22 20:17:00 PST,+30358.3+0.170713d
2014-06-22 20:18:00 PST,+30153.5+0.172284d
2014-06-22 20:19:00 PST,+30203.3+0.173952d
2014-06-22 20:20:00 PST,+32139.2+0.192443d
2014-06-22 20:21:00 PST,+32171.4+0.20184d
2014-06-22 20:22:00 PST,+33090.7+0.20455d
2014-06-22 20:23:00 PST,+33553.3+0.210678d
2014-06-22 20:24:00 PST,+32783.9+0.212402d
2014-06-22 20:25:00 PST,+32326.9+0.21078d
2014-06-22 20:26:00 PST,+32758.4+0.215674d
2014-06-22 20:27:00 PST,+32083.8+0.206985d
2014-06-22 20:28:00 PST,+31687.8+0.212214d
2014-06-22 20:29:00 PST,+32816.9+0.217036d
2014-06-22 20:30:00 PST,+33594.8+0.226156d
2014-06-22 20:31:00 PST,+31104.4+0.222022d
2014-06-22 20:32:00 PST,+30789.1+0.219128d
2014-06-22 20:33:00 PST,+30255.8+0.21681d
2014-06-22 20:34:00 PST,+29631.8+0.210481d
2014-06-22 20:35:00 PST,+28004+0.199698d
2014-06-22 20:36:00 PST,+26728.1+0.189838d
2014-06-22 20:37:00 PST,+26995.8+0.175289d
2014-06-22 20:38:00 PST,+27991.6+0.180797d
2014-06-22 20:39:00 PST,+27478.4+0.18294d
2014-06-22 20:40:00 PST,+28334.6+0.188147d
2014-06-22 20:41:00 PST,+28315.7+0.181959d
2014-06-22 20:42:00 PST,+26791.6+0.168646d
2014-06-22 20:43:00 PST,+27192.1+0.172382d
2014-06-22 20:44:00 PST,+27791.2+0.180686d
2014-06-22 20:45:00 PST,+26905.2+0.175412d
2014-06-22 20:46:00 PST,+25964.4+0.164948d
2014-06-22 20:47:00 PST,+27165.7+0.171167d
2014-06-22 20:48:00 PST,+27820.7+0.177532d
2014-06-22 20:49:00 PST,+26085.7+0.171954d
2014-06-22 20:50:00 PST,+24641.9+0.164862d
2014-06-22 20:51:00 PST,+24351.1+0.165277d
2014-06-22 20:52:00 PST,+25504.9+0.161581d
2014-06-22 20:53:00 PST,+24016.3+0.154144d
2014-06-22 20:54:00 PST,+24282.2+0.153856d
2014-06-22 20:55:00 PST,+25897.2+0.157843d
2014-06-22 20:56:00 PST,+25897.2+0.157843d
2014-06-22 20:57:00 PST,+26240.2+0.162019d
2014-06-22 20:58:00 PST,+23858.9+0.158688d
2014-06-22 20:59:00 PST,+23475.4+0.154189d
2014-06-22 21:00:00 PST,+24428.1+0.148846d
2014-06-22 21:01:00 PST,+25499.6+0.152755d
2014-06-22 21:02:00 PST,+26039+0.165571d
2014-06-22 21:03:00 PST,+25058.2+0.152964d
2014-06-22 21:04:00 PST,+24595.5+0.14666d
2014-06-22 21:05:00 PST,+24789.1+0.147815d
2014-06-22 21:06:00 PST,+26203.5+0.14954d
2014-06-22 21:07:00 PST,+26203.5+0.14954d
2014-06-22 21:08:00 PST,+27502.6+0.152066d
2014-06-22 21:09:00 PST,+28095.1+0.154555d
2014-06-22 21:10:00 PST,+26501.6+0.143435d
2014-06-22 21:11:00 PST,+29210.1+0.14452d
2014-06-22 21:12:00 PST,+30792.3+0.156579d
2014-06-22 21:13:00 PST,+30304+0.158751d
2014-06-22 21:14:00 PST,+31595.4+0.173875d
2014-06-22 21:15:00 PST,+32518.7+0.176907d
2014-06-22 21:16:00 PST,+33785.5+0.184328d
2014-06-22 21:17:00 PST,+32174+0.170494d
2014-06-22 21:18:00 PST,+32446.5+0.169479d
2014-06-22 21:19:00 PST,+33037.3+0.172561d
2014-06-22 21:20:00 PST,+32328.4+0.163994d
2014-06-22 21:21:00 PST,+33994.6+0.166491d
2014-06-22 21:22:00 PST,+33843.2+0.168169d
2014-06-22 21:23:00 PST,+35902.7+0.176717d
2014-06-22 21:24:00 PST,+36472.7+0.187012d
2014-06-22 21:25:00 PST,+36438.1+0.188411d
2014-06-22 21:26:00 PST,+35262.6+0.182286d
2014-06-22 21:27:00 PST,+35358.7+0.181662d
2014-06-22 21:28:00 PST,+35198.2+0.17201d
2014-06-22 21:29:00 PST,+36020.5+0.172935d
2014-06-22 21:30:00 PST,+36024.6+0.167798d
2014-06-22 21:31:00 PST,+35356.6+0.170079d
2014-06-22 21:32:00 PST,+35356.6+0.170079d
2014-06-22 21:33:00 PST,+36429.8+0.171482d
2014-06-22 21:34:00 PST,+36773.5+0.179756d
2014-06-22 21:35:00 PST,+36460.3+0.178963d
2014-06-22 21:36:00 PST,+35172.3+0.175067d
2014-06-22 21:37:00 PST,+33623.8+0.173869d
2014-06-22 21:38:00 PST,+34752.3+0.184085d
2014-06-22 21:39:00 PST,+34949.5+0.182186d
2014-06-22 21:40:00 PST,+35838.8+0.177097d
2014-06-22 21:41:00 PST,+36367.2+0.181579d
2014-06-22 21:42:00 PST,+34803.5+0.170002d
2014-06-22 21:43:00 PST,+34853.1+0.171248d
2014-06-22 21:44:00 PST,+32341.8+0.150074d
2014-06-22 21:45:00 PST,+32280.5+0.147356d
2014-06-22 21:46:00 PST,+31562.5+0.142819d
2014-06-22 21:47:00 PST,+32265.7+0.158358d
2014-06-22 21:48:00 PST,+33876.4+0.176249d
2014-06-22 21:49:00 PST,+32205.7+0.171656d
2014-06-22 21:50:00 PST,+32900.1+0.171159d
2014-06-22 21:51:00 PST,+33684.6+0.174049d
2014-06-22 21:52:00 PST,+32958.2+0.179712d
2014-06-22 21:53:00 PST,+35097+0.186059d
2014-06-22 21:54:00 PST,+34661.6+0.185586d
2014-06-22 21:55:00 PST,+32483.2+0.179846d
2014-06-22 21:56:00 PST,+32743.8+0.184763d
2014-06-22 21:57:00 PST,+32027.7+0.180986d
2014-06-22 21:58:00 PST,+31635.9+0.178694d
2014-06-22 21:59:00 PST,+31022.4+0.172441d
2014-06-22 22:00:00 PST,+30828.5+0.171519d
2014-06-22 22:01:00 PST,+30344.2+0.168961d
2014-06-22 22:02:00 PST,+30814.7+0.18066d
2014-06-22 22:03:00 PST,+31400.5+0.185856d
2014-06-22 22:04:00 PST,+30324.8+0.176899d
2014-06-22 22:05:00 PST,+29791.5+0.1759d
2014-06-22 22:06:00 PST,+28848.1+0.173605d
2014-06-22 22:07:00 PST,+28373.6+0.165577d
2014-06-22 22:08:00 PST,+27330.2+0.16507d
2014-06-22 22:09:00 PST,+27974.5+0.165458d
2014-06-22 22:10:00 PST,+27910.7+0.168093d
2014-06-22 22:11:00 PST,+27509.3+0.156212d
2014-06-22 22:12:00 PST,+28404.8+0.160828d
2014-06-22 22:13:00 PST,+28404.8+0.160828d
2014-06-22 22:14:00 PST,+28611.8+0.15857d
2014-06-22 22:15:00 PST,+28220.9+0.147401d
2014-06-22 22:16:00 PST,+29310.9+0.1507d
2014-06-22 22:17:00 PST,+28282.4+0.156373d
2014-06-22 22:18:00 PST,+27715.2+0.150701d
2014-06-22 22:19:00 PST,+28461.9+0.160212d
2014-06-22 22:20:00 PST,+28004.8+0.149481d
2014-06-22 22:21:00 PST,+27305.4+0.151851d
2014-06-22 22:22:00 PST,+27777.9+0.149605d
2014-06-22 22:23:00 PST,+28290.2+0.150332d
2014-06-22 22:24:00 PST,+28282.7+0.140085d
2014-06-22 22:25:00 PST,+28308.4+0.140137d
2014-06-22 22:26:00 PST,+27006.4+0.13614d
2014-06-22 22:27:00 PST,+26428.5+0.130369d
2014-06-22 22:28:00 PST,+26046.7+0.126722d
2014-06-22 22:29:00 PST,+25811.2+0.117171d
2014-06-22 22:30:00 PST,+23992.6+0.101778d
2014-06-22 22:31:00 PST,+22812.1+0.0952323d
2014-06-22 22:32:00 PST,+22701.1+0.0931843d
2014-06-22 22:33:00 PST,+23213+0.0978807d
2014-06-22 22:34:00 PST,+23610.2+0.105465d
2014-06-22 22:35:00 PST,+24306.6+0.105507d
2014-06-22 22:36:00 PST,+25216.3+0.111554d
2014-06-22 22:37:00 PST,+23661.8+0.108979d
2014-06-22 22:38:00 PST,+22852.3+0.100663d
2014-06-22 22:39:00 PST,+24531.1+0.11d
2014-06-22 22:40:00 PST,+23833.9+0.104137d
2014-06-22 22:41:00 PST,+23764.2+0.105761d
2014-06-22 22:42:00 PST,+23772.6+0.106296d
2014-06-22 22:43:00 PST,+22204.5+0.0957012d
2014-06-22 22:44:00 PST,+22727.3+0.103944d
2014-06-22 22:45:00 PST,+22656.5+0.117326d
2014-06-22 22:46:00 PST,+23128.9+0.122859d
2014-06-22 22:47:00 PST,+22964.6+0.11795d
2014-06-22 22:48:00 PST,+24454.9+0.119643d
2014-06-22 22:49:00 PST,+23648.3+0.113959d
2014-06-22 22:50:00 PST,+22285+0.106511d
2014-06-22 22:51:00 PST,+23526.8+0.0988477d
2014-06-22 22:52:00 PST,+23843+0.102239d
2014-06-22 22:53:00 PST,+25009.1+0.114817d
2014-06-22 22:54:00 PST,+25439.1+0.119173d
2014-06-22 22:55:00 PST,+25939.6+0.120978d
2014-06-22 22:56:00 PST,+27310.6+0.125218d
2014-06-22 22:57:00 PST,+27310.6+0.125218d
2014-06-22 22:58:00 PST,+26891.4+0.12168d
2014-06-22 22:59:00 PST,+27288.1+0.122899d
2014-06-22 23:00:00 PST,+25915+0.115379d
2014-06-22 23:01:00 PST,+24983.7+0.111545d
2014-06-22 23:02:00 PST,+25002.3+0.124832d
2014-06-22 23:03:00 PST,+24341.2+0.114781d
2014-06-22 23:04:00 PST,+24727.6+0.116745d
2014-06-22 23:05:00 PST,+24156.5+0.113138d
2014-06-22 23:06:00 PST,+24538.2+0.117131d
2014-06-22 23:07:00 PST,+23695.5+0.116642d
2014-06-22 23:08:00 PST,+23695.5+0.116642d
2014-06-22 23:09:00 PST,+24509.4+0.126346d
2014-06-22 23:10:00 PST,+25287.1+0.126884d
2014-06-22 23:11:00 PST,+23838.5+0.122274d
2014-06-22 23:12:00 PST,+23580.7+0.116715d
2014-06-22 23:13:00 PST,+22652.1+0.129184d
2014-06-22 23:14:00 PST,+22464.2+0.138242d
2014-06-22 23:15:00 PST,+22457.9+0.136658d
2014-06-22 23:16:00 PST,+22457.9+0.136658d
2014-06-22 23:17:00 PST,+22992.2+0.13302d
2014-06-22 23:18:00 PST,+23169.1+0.131061d
2014-06-22 23:19:00 PST,+24669.6+0.141201d
2014-06-22 23:20:00 PST,+25711+0.146997d
2014-06-22 23:21:00 PST,+25610.5+0.151524d
2014-06-22 23:22:00 PST,+26310.3+0.155756d
2014-06-22 23:23:00 PST,+25688.4+0.142148d
2014-06-22 23:24:00 PST,+26417.4+0.142703d
2014-06-22 23:25:00 PST,+26570.6+0.137214d
2014-06-22 23:26:00 PST,+26049.4+0.130888d
2014-06-22 23:27:00 PST,+25782.3+0.129738d
2014-06-22 23:28:00 PST,+24598.1+0.119298d
2014-06-22 23:29:00 PST,+25356.1+0.130373d
2014-06-22 23:30:00 PST,+26650.4+0.137836d
2014-06-22 23:31:00 PST,+27240.4+0.151468d
2014-06-22 23:32:00 PST,+28257.1+0.157113d
2014-06-22 23:33:00 PST,+28692.8+0.154955d
2014-06-22 23:34:00 PST,+29304.1+0.150611d
2014-06-22 23:35:00 PST,+28847.5+0.145604d
2014-06-22 23:36:00 PST,+28720.8+0.150238d
2014-06-22 23:37:00 PST,+28720.8+0.150238d
2014-06-22 23:38:00 PST,+29042+0.158288d
2014-06-22 23:39:00 PST,+29890+0.161488d
2014-06-22 23:40:00 PST,+28190.1+0.154893d
2014-06-22 23:41:00 PST,+28538+0.154967d
2014-06-22 23:42:00 PST,+27799.8+0.145478d
2014-06-22 23:43:00 PST,+27799.8+0.145478d
2014-06-22 23:44:00 PST,+30002.5+0.160053d
2014-06-22 23:45:00 PST,+28109.9+0.139729d
2014-06-22 23:46:00 PST,+28372.8+0.142996d
2014-06-22 23:47:00 PST,+28934.8+0.141063d
2014-06-22 23:48:00 PST,+30285.9+0.15131d
2014-06-22 23:49:00 PST,+29279.8+0.141552d
2014-06-22 23:50:00 PST,+29866.3+0.144528d
2014-06-22 23:51:00 PST,+30124.6+0.1481d
2014-06-22 23:52:00 PST,+30481.9+0.151117d
2014-06-22 23:53:00 PST,+29647.4+0.152757d
2014-06-22 23:54:00 PST,+29959.4+0.156486d
2014-06-22 23:55:00 PST,+30008.2+0.154671d
2014-06-22 23:56:00 PST,+31005+0.15781d
2014-06-22 23:57:00 PST,+30642.6+0.160738d
2014-06-22 23:58:00 PST,+30026.3+0.162507d
